Result;Matcher;Params
Matcher<ObjCMessageExpr>;hasUnarySelector
Matcher<ObjCMessageExpr>;isClassMessage
Matcher<ObjCMessageExpr>;isInstanceMessage
Matcher<ObjCMessageExpr>;matchesSelector;StringRef RegExp, Regex::RegexFlags Flags = NoFlags
Matcher<ObjCMessageExpr>;numSelectorArgs;unsigned N
Matcher<ObjCMethodDecl>;isClassMethod
Matcher<ObjCMethodDecl>;isDefinition
Matcher<ObjCMethodDecl>;isInstanceMethod
Matcher<ParmVarDecl>;hasDefaultArgument
Matcher<ParmVarDecl>;isAtPosition;unsigned N
Matcher<QualType>;asString;std::string Name
Matcher<QualType>;equalsBoundNode;std::string ID
Matcher<QualType>;hasLocalQualifiers
Matcher<QualType>;isAnyCharacter
Matcher<QualType>;isAnyPointer
Matcher<QualType>;isConstQualified
Matcher<QualType>;isInteger
Matcher<QualType>;isSignedInteger
Matcher<QualType>;isUnsignedInteger
Matcher<QualType>;isVolatileQualified
Matcher<Stmt>;equalsBoundNode;std::string ID
Matcher<Stmt>;equalsNode;const Stmt* Other
Matcher<Stmt>;isExpandedFromMacro;std::string MacroName
Matcher<Stmt>;isExpansionInFileMatching;StringRef RegExp, Regex::RegexFlags Flags = NoFlags
Matcher<Stmt>;isExpansionInMainFile
Matcher<Stmt>;isExpansionInSystemHeader
Matcher<Stmt>;isInTemplateInstantiation
Matcher<StringLiteral>;hasSize;unsigned N
Matcher<TagDecl>;isClass
Matcher<TagDecl>;isDefinition
Matcher<TagDecl>;isEnum
Matcher<TagDecl>;isStruct
Matcher<TagDecl>;isUnion
Matcher<TemplateArgument>;equalsIntegralValue;std::string Value
Matcher<TemplateArgument>;isIntegral
Matcher<TemplateSpecializationType>;templateArgumentCountIs;unsigned N
Matcher<TypeLoc>;isExpandedFromMacro;std::string MacroName
Matcher<TypeLoc>;isExpansionInFileMatching;StringRef RegExp, Regex::RegexFlags Flags = NoFlags
Matcher<TypeLoc>;isExpansionInMainFile
Matcher<TypeLoc>;isExpansionInSystemHeader
Matcher<Type>;booleanType
Matcher<Type>;equalsBoundNode;std::string ID
Matcher<Type>;equalsNode;const Type* Other
Matcher<Type>;realFloatingPointType
Matcher<Type>;voidType
Matcher<UnaryExprOrTypeTraitExpr>;ofKind;UnaryExprOrTypeTrait Kind
Matcher<UnaryOperator>;hasAnyOperatorName;StringRef, ..., StringRef
Matcher<UnaryOperator>;hasOperatorName;std::string Name
Matcher<UnresolvedMemberExpr>;isArrow
Matcher<VarDecl>;hasAutomaticStorageDuration
Matcher<VarDecl>;hasGlobalStorage
Matcher<VarDecl>;hasLocalStorage
Matcher<VarDecl>;hasStaticStorageDuration
Matcher<VarDecl>;hasThreadStorageDuration
Matcher<VarDecl>;isConstexpr
Matcher<VarDecl>;isConstinit
Matcher<VarDecl>;isDefinition
Matcher<VarDecl>;isExceptionVariable
Matcher<VarDecl>;isExplicitTemplateSpecialization
Matcher<VarDecl>;isExternC
Matcher<VarDecl>;isInitCapture
Matcher<VarDecl>;isInline
Matcher<VarDecl>;isStaticLocal
Matcher<VarDecl>;isStaticStorageClass
Matcher<VarDecl>;isTemplateInstantiation


Matcher<*>;binaryOperation;Matcher<*>...Matcher<*>
Matcher<*>;eachOf;Matcher<*>, ..., Matcher<*>
Matcher<*>;findAll;Matcher<*> Matcher
Matcher<*>;forEachDescendant;Matcher<*>
Matcher<*>;forEach;Matcher<*>
Matcher<*>;hasAncestor;Matcher<*>
Matcher<*>;hasDescendant;Matcher<*>
Matcher<*>;has;Matcher<*>
Matcher<*>;hasParent;Matcher<*>
Matcher<*>;invocation;Matcher<*>...Matcher<*>
Matcher<*>;optionally;Matcher<*>
Matcher<*>;traverse;TraversalKind TK, Matcher<*> InnerMatcher
Matcher<AbstractConditionalOperator>;hasCondition;Matcher<Expr> InnerMatcher
Matcher<AbstractConditionalOperator>;hasFalseExpression;Matcher<Expr> InnerMatcher
Matcher<AbstractConditionalOperator>;hasTrueExpression;Matcher<Expr> InnerMatcher
Matcher<AddrLabelExpr>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<ArraySubscriptExpr>;hasBase;Matcher<Expr> InnerMatcher
Matcher<ArraySubscriptExpr>;hasIndex;Matcher<Expr> InnerMatcher
Matcher<ArraySubscriptExpr>;hasLHS;Matcher<Expr> InnerMatcher
Matcher<ArraySubscriptExpr>;hasRHS;Matcher<Expr> InnerMatcher
Matcher<ArrayType>;hasElementType;Matcher<Type>
Matcher<AtomicType>;hasValueType;Matcher<Type>
Matcher<AutoType>;hasDeducedType;Matcher<Type>
Matcher<BaseUsingDecl>;hasAnyUsingShadowDecl;Matcher<UsingShadowDecl> InnerMatcher
Matcher<BinaryOperator>;hasEitherOperand;Matcher<Expr> InnerMatcher
Matcher<BinaryOperator>;hasLHS;Matcher<Expr> InnerMatcher
Matcher<BinaryOperator>;hasOperands;Matcher<Expr> Matcher1, Matcher<Expr> Matcher2
Matcher<BinaryOperator>;hasRHS;Matcher<Expr> InnerMatcher
Matcher<BindingDecl>;forDecomposition;Matcher<ValueDecl> InnerMatcher
Matcher<BlockDecl>;hasAnyParameter;Matcher<ParmVarDecl> InnerMatcher
Matcher<BlockDecl>;hasParameter;unsigned N, Matcher<ParmVarDecl> InnerMatcher
Matcher<BlockDecl>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<BlockPointerType>;pointee;Matcher<Type>
Matcher<CXXBaseSpecifier>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CXXBaseSpecifier>;hasType;Matcher<Decl> InnerMatcher
Matcher<CXXBaseSpecifier>;hasType;Matcher<QualType> InnerMatcher
Matcher<CXXConstructExpr>;forEachArgumentWithParam;Matcher<Expr> ArgMatcher, Matcher<ParmVarDecl> ParamMatcher
Matcher<CXXConstructExpr>;forEachArgumentWithParamType;Matcher<Expr> ArgMatcher, Matcher<QualType> ParamMatcher
Matcher<CXXConstructExpr>;hasAnyArgument;Matcher<Expr> InnerMatcher
Matcher<CXXConstructExpr>;hasArgument;unsigned N, Matcher<Expr> InnerMatcher
Matcher<CXXConstructExpr>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<CXXConstructorDecl>;forEachConstructorInitializer;Matcher<CXXCtorInitializer> InnerMatcher
Matcher<CXXConstructorDecl>;hasAnyConstructorInitializer;Matcher<CXXCtorInitializer> InnerMatcher
Matcher<CXXCtorInitializer>;forField;Matcher<FieldDecl> InnerMatcher
Matcher<CXXCtorInitializer>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CXXCtorInitializer>;withInitializer;Matcher<Expr> InnerMatcher
Matcher<CXXDependentScopeMemberExpr>;hasObjectExpression;Matcher<Expr> InnerMatcher
Matcher<CXXForRangeStmt>;hasBody;Matcher<Stmt> InnerMatcher
Matcher<CXXForRangeStmt>;hasInitStatement;Matcher<Stmt> InnerMatcher
Matcher<CXXForRangeStmt>;hasLoopVariable;Matcher<VarDecl> InnerMatcher
Matcher<CXXForRangeStmt>;hasRangeInit;Matcher<Expr> InnerMatcher
Matcher<CXXFunctionalCastExpr>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CXXMemberCallExpr>;onImplicitObjectArgument;Matcher<Expr> InnerMatcher
Matcher<CXXMemberCallExpr>;on;Matcher<Expr> InnerMatcher
Matcher<CXXMemberCallExpr>;thisPointerType;Matcher<Decl> InnerMatcher
Matcher<CXXMemberCallExpr>;thisPointerType;Matcher<QualType> InnerMatcher
Matcher<CXXMethodDecl>;forEachOverridden;Matcher<CXXMethodDecl> InnerMatcher
Matcher<CXXMethodDecl>;ofClass;Matcher<CXXRecordDecl> InnerMatcher
Matcher<CXXNewExpr>;hasAnyPlacementArg;Matcher<Expr> InnerMatcher
Matcher<CXXNewExpr>;hasArraySize;Matcher<Expr> InnerMatcher
Matcher<CXXNewExpr>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<CXXNewExpr>;hasPlacementArg;unsigned Index, Matcher<Expr> InnerMatcher
Matcher<CXXNewExpr>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CXXOperatorCallExpr>;hasEitherOperand;Matcher<Expr> InnerMatcher
Matcher<CXXOperatorCallExpr>;hasLHS;Matcher<Expr> InnerMatcher
Matcher<CXXOperatorCallExpr>;hasOperands;Matcher<Expr> Matcher1, Matcher<Expr> Matcher2
Matcher<CXXOperatorCallExpr>;hasRHS;Matcher<Expr> InnerMatcher
Matcher<CXXOperatorCallExpr>;hasUnaryOperand;Matcher<Expr> InnerMatcher
Matcher<CXXRecordDecl>;hasAnyBase;Matcher<CXXBaseSpecifier> BaseSpecMatcher
Matcher<CXXRecordDecl>;hasDirectBase;Matcher<CXXBaseSpecifier> BaseSpecMatcher
Matcher<CXXRecordDecl>;hasMethod;Matcher<CXXMethodDecl> InnerMatcher
Matcher<CXXRecordDecl>;isDerivedFrom;Matcher<NamedDecl> Base
Matcher<CXXRecordDecl>;isDirectlyDerivedFrom;Matcher<NamedDecl> Base
Matcher<CXXRecordDecl>;isSameOrDerivedFrom;Matcher<NamedDecl> Base
Matcher<CXXRewrittenBinaryOperator>;hasEitherOperand;Matcher<Expr> InnerMatcher
Matcher<CXXRewrittenBinaryOperator>;hasLHS;Matcher<Expr> InnerMatcher
Matcher<CXXRewrittenBinaryOperator>;hasOperands;Matcher<Expr> Matcher1, Matcher<Expr> Matcher2
Matcher<CXXRewrittenBinaryOperator>;hasRHS;Matcher<Expr> InnerMatcher
Matcher<CXXTemporaryObjectExpr>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CXXUnresolvedConstructExpr>;hasAnyArgument;Matcher<Expr> InnerMatcher
Matcher<CXXUnresolvedConstructExpr>;hasArgument;unsigned N, Matcher<Expr> InnerMatcher
Matcher<CXXUnresolvedConstructExpr>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CallExpr>;callee;Matcher<Decl> InnerMatcher
Matcher<CallExpr>;callee;Matcher<Stmt> InnerMatcher
Matcher<CallExpr>;forEachArgumentWithParam;Matcher<Expr> ArgMatcher, Matcher<ParmVarDecl> ParamMatcher
Matcher<CallExpr>;forEachArgumentWithParamType;Matcher<Expr> ArgMatcher, Matcher<QualType> ParamMatcher
Matcher<CallExpr>;hasAnyArgument;Matcher<Expr> InnerMatcher
Matcher<CallExpr>;hasArgument;unsigned N, Matcher<Expr> InnerMatcher
Matcher<CallExpr>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<CaseStmt>;hasCaseConstant;Matcher<Expr> InnerMatcher
Matcher<CastExpr>;hasSourceExpression;Matcher<Expr> InnerMatcher
Matcher<ClassTemplateSpecializationDecl>;forEachTemplateArgument;clang::ast_matchers::Matcher<TemplateArgument> InnerMatcher
Matcher<ClassTemplateSpecializationDecl>;hasAnyTemplateArgument;Matcher<TemplateArgument> InnerMatcher
Matcher<ClassTemplateSpecializationDecl>;hasSpecializedTemplate;Matcher<ClassTemplateDecl> InnerMatcher
Matcher<ClassTemplateSpecializationDecl>;hasTemplateArgument;unsigned N, Matcher<TemplateArgument> InnerMatcher
Matcher<ClassTemplateSpecializationDecl>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<ComplexType>;hasElementType;Matcher<Type>
Matcher<CompoundLiteralExpr>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<CompoundStmt>;hasAnySubstatement;Matcher<Stmt> InnerMatcher
Matcher<DecayedType>;hasDecayedType;Matcher<QualType> InnerType
Matcher<DeclRefExpr>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<DeclRefExpr>;hasTemplateArgumentLoc;unsigned Index, Matcher<TemplateArgumentLoc> InnerMatcher
Matcher<DeclRefExpr>;throughUsingDecl;Matcher<UsingShadowDecl> Inner
Matcher<DeclRefExpr>;to;Matcher<Decl> InnerMatcher
Matcher<DeclStmt>;containsDeclaration;unsigned N, Matcher<Decl> InnerMatcher
Matcher<DeclStmt>;hasSingleDecl;Matcher<Decl> InnerMatcher
Matcher<DeclaratorDecl>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<Decl>;hasDeclContext;Matcher<Decl> InnerMatcher
Matcher<DecltypeType>;hasUnderlyingType;Matcher<Type>
Matcher<DecompositionDecl>;hasAnyBinding;Matcher<BindingDecl> InnerMatcher
Matcher<DecompositionDecl>;hasBinding;unsigned N, Matcher<BindingDecl> InnerMatcher
Matcher<DoStmt>;hasBody;Matcher<Stmt> InnerMatcher
Matcher<DoStmt>;hasCondition;Matcher<Expr> InnerMatcher
Matcher<ElaboratedTypeLoc>;hasNamedTypeLoc;Matcher<TypeLoc> InnerMatcher
Matcher<ElaboratedType>;hasQualifier;Matcher<NestedNameSpecifier> InnerMatcher
Matcher<ElaboratedType>;namesType;Matcher<QualType> InnerMatcher
Matcher<EnumType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<ExplicitCastExpr>;hasDestinationType;Matcher<QualType> InnerMatcher
Matcher<ExplicitCastExpr>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<Expr>;hasType;Matcher<Decl> InnerMatcher
Matcher<Expr>;hasType;Matcher<QualType> InnerMatcher
Matcher<Expr>;ignoringElidableConstructorCall;ast_matchers::Matcher<Expr> InnerMatcher
Matcher<Expr>;ignoringImpCasts;Matcher<Expr> InnerMatcher
Matcher<Expr>;ignoringImplicit;Matcher<Expr> InnerMatcher
Matcher<Expr>;ignoringParenCasts;Matcher<Expr> InnerMatcher
Matcher<Expr>;ignoringParenImpCasts;Matcher<Expr> InnerMatcher
Matcher<Expr>;ignoringParens;Matcher<Expr> InnerMatcher
Matcher<FieldDecl>;hasInClassInitializer;Matcher<Expr> InnerMatcher
Matcher<ForStmt>;hasBody;Matcher<Stmt> InnerMatcher
Matcher<ForStmt>;hasCondition;Matcher<Expr> InnerMatcher
Matcher<ForStmt>;hasIncrement;Matcher<Stmt> InnerMatcher
Matcher<ForStmt>;hasLoopInit;Matcher<Stmt> InnerMatcher
Matcher<FriendDecl>;hasType;Matcher<Decl> InnerMatcher
Matcher<FriendDecl>;hasType;Matcher<QualType> InnerMatcher
Matcher<FunctionDecl>;forEachTemplateArgument;clang::ast_matchers::Matcher<TemplateArgument> InnerMatcher
Matcher<FunctionDecl>;hasAnyBody;Matcher<Stmt> InnerMatcher
Matcher<FunctionDecl>;hasAnyParameter;Matcher<ParmVarDecl> InnerMatcher
Matcher<FunctionDecl>;hasAnyTemplateArgument;Matcher<TemplateArgument> InnerMatcher
Matcher<FunctionDecl>;hasBody;Matcher<Stmt> InnerMatcher
Matcher<FunctionDecl>;hasExplicitSpecifier;Matcher<Expr> InnerMatcher
Matcher<FunctionDecl>;hasParameter;unsigned N, Matcher<ParmVarDecl> InnerMatcher
Matcher<FunctionDecl>;hasReturnTypeLoc;Matcher<TypeLoc> ReturnMatcher
Matcher<FunctionDecl>;hasTemplateArgument;unsigned N, Matcher<TemplateArgument> InnerMatcher
Matcher<FunctionDecl>;returns;Matcher<QualType> InnerMatcher
Matcher<IfStmt>;hasCondition;Matcher<Expr> InnerMatcher
Matcher<IfStmt>;hasConditionVariableStatement;Matcher<DeclStmt> InnerMatcher
Matcher<IfStmt>;hasElse;Matcher<Stmt> InnerMatcher
Matcher<IfStmt>;hasInitStatement;Matcher<Stmt> InnerMatcher
Matcher<IfStmt>;hasThen;Matcher<Stmt> InnerMatcher
Matcher<ImplicitCastExpr>;hasImplicitDestinationType;Matcher<QualType> InnerMatcher
Matcher<InitListExpr>;hasInit;unsigned N, ast_matchers::Matcher<Expr> InnerMatcher
Matcher<InitListExpr>;hasSyntacticForm;Matcher<Expr> InnerMatcher
Matcher<InjectedClassNameType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<LabelStmt>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<LambdaCapture>;capturesVar;Matcher<ValueDecl> InnerMatcher
Matcher<LambdaExpr>;forEachLambdaCapture;Matcher<LambdaCapture> InnerMatcher
Matcher<LambdaExpr>;hasAnyCapture;Matcher<LambdaCapture> InnerMatcher
Matcher<MemberExpr>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<MemberExpr>;hasObjectExpression;Matcher<Expr> InnerMatcher
Matcher<MemberExpr>;member;Matcher<ValueDecl> InnerMatcher
Matcher<MemberPointerType>;pointee;Matcher<Type>
Matcher<NamedDecl>;hasUnderlyingDecl;Matcher<NamedDecl> InnerMatcher
Matcher<NestedNameSpecifierLoc>;hasPrefix;Matcher<NestedNameSpecifierLoc> InnerMatcher
Matcher<NestedNameSpecifierLoc>;loc;Matcher<NestedNameSpecifier> InnerMatcher
Matcher<NestedNameSpecifierLoc>;specifiesTypeLoc;Matcher<TypeLoc> InnerMatcher
Matcher<NestedNameSpecifier>;hasPrefix;Matcher<NestedNameSpecifier> InnerMatcher
Matcher<NestedNameSpecifier>;specifiesNamespace;Matcher<NamespaceDecl> InnerMatcher
Matcher<NestedNameSpecifier>;specifiesType;Matcher<QualType> InnerMatcher
Matcher<OMPExecutableDirective>;hasAnyClause;Matcher<OMPClause> InnerMatcher
Matcher<OMPExecutableDirective>;hasStructuredBlock;Matcher<Stmt> InnerMatcher
Matcher<ObjCInterfaceDecl>;isDerivedFrom;Matcher<NamedDecl> Base
Matcher<ObjCInterfaceDecl>;isDirectlyDerivedFrom;Matcher<NamedDecl> Base
Matcher<ObjCInterfaceDecl>;isSameOrDerivedFrom;Matcher<NamedDecl> Base
Matcher<ObjCMessageExpr>;callee;Matcher<Decl> InnerMatcher
Matcher<ObjCMessageExpr>;hasAnyArgument;Matcher<Expr> InnerMatcher
Matcher<ObjCMessageExpr>;hasArgument;unsigned N, Matcher<Expr> InnerMatcher
Matcher<ObjCMessageExpr>;hasReceiver;Matcher<Expr> InnerMatcher
Matcher<ObjCMessageExpr>;hasReceiverType;Matcher<QualType> InnerMatcher
Matcher<ObjCMethodDecl>;hasAnyParameter;Matcher<ParmVarDecl> InnerMatcher
Matcher<ObjCMethodDecl>;hasParameter;unsigned N, Matcher<ParmVarDecl> InnerMatcher
Matcher<ObjCPropertyDecl>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<OpaqueValueExpr>;hasSourceExpression;Matcher<Expr> InnerMatcher
Matcher<OverloadExpr>;hasAnyDeclaration;Matcher<Decl> InnerMatcher
Matcher<ParenType>;innerType;Matcher<Type>
Matcher<PointerTypeLoc>;hasPointeeLoc;Matcher<TypeLoc> PointeeMatcher
Matcher<PointerType>;pointee;Matcher<Type>
Matcher<QualType>;hasCanonicalType;Matcher<QualType> InnerMatcher
Matcher<QualType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<QualType>;ignoringParens;Matcher<QualType> InnerMatcher
Matcher<QualType>;pointsTo;Matcher<Decl> InnerMatcher
Matcher<QualType>;pointsTo;Matcher<QualType> InnerMatcher
Matcher<QualType>;references;Matcher<Decl> InnerMatcher
Matcher<QualType>;references;Matcher<QualType> InnerMatcher
Matcher<QualifiedTypeLoc>;hasUnqualifiedLoc;Matcher<TypeLoc> InnerMatcher
Matcher<RecordType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<ReferenceTypeLoc>;hasReferentLoc;Matcher<TypeLoc> ReferentMatcher
Matcher<ReferenceType>;pointee;Matcher<Type>
Matcher<ReturnStmt>;hasReturnValue;Matcher<Expr> InnerMatcher
Matcher<StmtExpr>;hasAnySubstatement;Matcher<Stmt> InnerMatcher
Matcher<Stmt>;alignOfExpr;Matcher<UnaryExprOrTypeTraitExpr> InnerMatcher
Matcher<Stmt>;forCallable;Matcher<Decl> InnerMatcher
Matcher<Stmt>;forFunction;Matcher<FunctionDecl> InnerMatcher
Matcher<Stmt>;sizeOfExpr;Matcher<UnaryExprOrTypeTraitExpr> InnerMatcher
Matcher<SubstTemplateTypeParmType>;hasReplacementType;Matcher<Type>
Matcher<SwitchStmt>;forEachSwitchCase;Matcher<SwitchCase> InnerMatcher
Matcher<SwitchStmt>;hasCondition;Matcher<Expr> InnerMatcher
Matcher<SwitchStmt>;hasInitStatement;Matcher<Stmt> InnerMatcher
Matcher<TagType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<TemplateArgumentLoc>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<TemplateArgument>;isExpr;Matcher<Expr> InnerMatcher
Matcher<TemplateArgument>;refersToDeclaration;Matcher<Decl> InnerMatcher
Matcher<TemplateArgument>;refersToIntegralType;Matcher<QualType> InnerMatcher
Matcher<TemplateArgument>;refersToTemplate;Matcher<TemplateName> InnerMatcher
Matcher<TemplateArgument>;refersToType;Matcher<QualType> InnerMatcher
Matcher<TemplateSpecializationTypeLoc>;hasAnyTemplateArgumentLoc;Matcher<TemplateArgumentLoc> InnerMatcher
Matcher<TemplateSpecializationTypeLoc>;hasTemplateArgumentLoc;unsigned Index, Matcher<TemplateArgumentLoc> InnerMatcher
Matcher<TemplateSpecializationType>;forEachTemplateArgument;clang::ast_matchers::Matcher<TemplateArgument> InnerMatcher
Matcher<TemplateSpecializationType>;hasAnyTemplateArgument;Matcher<TemplateArgument> InnerMatcher
Matcher<TemplateSpecializationType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<TemplateSpecializationType>;hasTemplateArgument;unsigned N, Matcher<TemplateArgument> InnerMatcher
Matcher<TemplateTypeParmType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<TypeLoc>;loc;Matcher<QualType> InnerMatcher
Matcher<TypedefNameDecl>;hasTypeLoc;Matcher<TypeLoc> Inner
Matcher<TypedefNameDecl>;hasType;Matcher<QualType> InnerMatcher
Matcher<TypedefType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<Type>;hasUnqualifiedDesugaredType;Matcher<Type> InnerMatcher
Matcher<UnaryExprOrTypeTraitExpr>;hasArgumentOfType;Matcher<QualType> InnerMatcher
Matcher<UnaryOperator>;hasUnaryOperand;Matcher<Expr> InnerMatcher
Matcher<UnresolvedMemberExpr>;hasObjectExpression;Matcher<Expr> InnerMatcher
Matcher<UnresolvedUsingType>;hasDeclaration;Matcher<Decl> InnerMatcher
Matcher<UsingShadowDecl>;hasTargetDecl;Matcher<NamedDecl> InnerMatcher
Matcher<UsingType>;hasUnderlyingType;Matcher<Type>
Matcher<UsingType>;throughUsingDecl;Matcher<UsingShadowDecl> Inner
Matcher<ValueDecl>;hasType;Matcher<Decl> InnerMatcher
Matcher<ValueDecl>;hasType;Matcher<QualType> InnerMatcher
Matcher<VarDecl>;hasInitializer;Matcher<Expr> InnerMatcher
Matcher<VariableArrayType>;hasSizeExpr;Matcher<Expr> InnerMatcher
Matcher<WhileStmt>;hasBody;Matcher<Stmt> InnerMatcher
Matcher<WhileStmt>;hasCondition;Matcher<Expr> InnerMatcher
